S.N0,Rainfall Duration,Rainfall Intensity,Rainfall Accumulation,Soil Moisture,Actual Output
1552,0.602054054,0.4,0.007350028,0.03087338,0
1553,0.644540541,0.6,0.003105412,0.184590519,0
1554,0.732108108,0.6,0.109194718,0.006221262,1
1555,0.913081081,0.2,0.135573524,0.010436578,1
1556,0.370702703,0.2,0.055553797,0.008625694,0
1557,0.687567568,0.4,0.041396444,0.020536774,0
1558,0.706162162,0.4,0.053067304,0.057154109,1
1559,0.613405405,0.6,0.025973032,0.034419467,1
1560,0.655675676,0.6,0.21913238,0.130221879,1
1561,0.831567568,0.6,0.012913851,0.002552987,0
1562,0.613297297,0.8,0.006328769,0.624460365,1
1563,0.497081081,0.2,0.069796602,0.017100084,0
1564,0.291351351,0.6,0.004639436,0.131977055,0
1565,0.721081081,0.8,0.067323385,0.010846452,0
1566,0.244756757,0.8,0.040344133,0.002543506,1
1567,0.231351351,0.6,0.113298505,0.032062553,1
1568,0.417837838,0.4,0.171351606,0.092144909,1
1569,0.631675676,0.8,0.006942815,0.04590345,1
1570,0.908756757,0.2,0.06372967,2.17E-05,1
1571,0.780648649,0.6,0.005162876,0.229897223,1
1572,0.399891892,0.8,0.009338052,0.188280785,0
1573,0.386918919,1,0.076455162,0.006806115,1
1574,0.431351351,0.8,0.015688776,0.002687237,1
1575,0.599891892,0.4,0.015722475,0.158735428,1
1576,0.903351351,0.8,0.004380291,0.031797924,0
1577,0.58572973,0.2,0.016552915,0.276587602,1
1578,0.641297297,0.8,0.009326541,0.015657504,1
1579,0.223891892,0.8,0.054125371,0.057038597,1
1580,0.919135135,0.8,0.011254595,0.024158205,1
1581,0.374702703,0.6,0.011042703,0.108932567,1
1582,0.653189189,1,0.228920813,0.00315007,0
1583,0.94227027,0.6,0.018954558,0.027334474,1
1584,0.684,0.4,0.061259701,0.006462609,0
1585,0.890486486,1,0.012221082,0.093648583,1
1586,0.818918919,1,0.011139575,0.048859748,1
1587,0.294594595,0.2,0.013762857,0.000661431,1
1588,0.216864865,0.6,0.013498004,0.156205498,0
1589,0.522162162,0.8,0.125284163,0.039127125,0
1590,0.242594595,0.6,2.40E-05,0.018421879,1
1591,0.599027027,0.8,0.117602813,0.157903955,1
1592,0.781081081,0.6,0.015156981,0.014162917,0
1593,0.598162162,0.8,0.022742016,0.007278036,1
1594,0.697513514,1,0.057917425,0.121220982,1
1595,0.923459459,0.8,0.052435017,0.025214586,1
1596,0.606486486,1,0.046432185,0.188434502,0
1597,0.693621622,0.6,0.003459339,0.054146255,1
1598,0.932864865,0.6,0.143521166,0.012453128,0
1599,0.613513514,0.4,0.12135337,0.249396241,0
1600,0.856648649,0.4,0.027841905,0.019533015,1
1601,0.905405405,0.4,0.012149647,0.046079776,1
1602,0.799351351,0.8,0.005323988,0.050196746,0
1603,0.735675676,0.6,0.045575056,0.029705358,0
1604,0.598162162,0.2,0.015999907,0.002144516,0
1605,0.48227027,0.2,0.011362421,0.002906872,0
1606,0.653405405,1,0.02132111,0.010359215,1
1607,0.867027027,1,0.025368362,0.252567574,1
1608,0.234378378,0.6,0.00563057,0.470839776,0
1609,0.725297297,0.8,0.211078491,0.039090659,0
1610,0.247243243,0.2,0.011274833,0.106560393,1
1611,0.230918919,0.6,0.010612235,0.003343562,0
1612,0.478162162,0.8,0.125226235,0.154137784,1
1613,0.824,0.4,0.001654707,0.000226255,0
1614,0.693621622,0.6,0.003896816,0.166852679,1
1615,0.23772973,0.4,0.067335128,0.01845021,0
1616,0.430486486,0.2,0.005871055,0.07505094,1
1617,0.253081081,0.2,0.002405078,0.038354895,0
1618,0.860648649,1,0.114200195,0.128450659,0
1619,0.257621622,0.4,0.011031053,0.153077588,0
1620,0.440648649,0.2,0.050363535,0.022641066,0
1621,0.693837838,0.4,0.03817137,0.013367461,1
1622,0.978378378,0.4,0.013961103,0.001207461,0
1623,0.357189189,0.6,0.013186966,0.003753324,1
1624,0.574702703,0.4,0.04795971,0.088358149,1
1625,0.707567568,0.4,0.021278918,0.008306143,1
1626,0.673405405,0.8,0.023742573,0.309193717,1
1627,0.244972973,0.2,0.169937802,0.091135484,0
1628,0.844,0.2,0.154540058,0.012824853,1
1629,0.527351351,0.6,0.000563359,0.04357655,0
1630,0.259675676,0.8,0.098400947,0.010637083,0
1631,0.784864865,0.8,0.03264171,0.058806844,1
1632,0.672432432,0.2,0.009849332,0.082047854,1
1633,0.816864865,1,0.023317443,0.059753268,1
1634,0.72172973,1,0.102515828,0.025925386,1
1635,0.608756757,1,0.012027154,0.185744348,1
1636,0.974054054,0.2,0.108742156,0.002466199,1
1637,0.465189189,1,0.007564009,0.093091725,0
1638,0.431675676,0.8,0.062561641,0.221665414,0
1639,0.40972973,1,0.147791032,0.075467209,0
1640,0.685837838,1,0.001717044,0.006979187,1
1641,0.527351351,0.6,0.016594644,0.016111136,0
1642,0.346378378,0.4,0.002324731,0.02743899,0
1643,0.455351351,0.8,0.028807,0.005209593,0
1644,0.33027027,0.8,0.001904846,0.247672258,0
1645,0.622702703,0.4,0.030490392,0.019687181,0
1646,0.618702703,0.2,0.028232919,0.007731108,1
1647,0.473189189,0.2,0.138518288,0.154137784,0
1648,0.234702703,0.2,0.015786019,0.019901711,0
1649,0.489189189,1,0.021556071,0.188046227,0
1650,0.510594595,0.6,0.002192026,0.156205498,0
1651,0.609189189,0.8,0.074194161,0.011554783,1
1652,0.451675676,1,0.184436688,0.134700533,1
1653,0.920756757,0.6,0.00744625,0.003041403,1
1654,0.574162162,0.6,0.003141431,0.032221318,1
1655,0.467135135,0.6,0.007799016,0.008585245,0
1656,0.97027027,1,0.000839816,0.009710856,0
1657,0.56627027,0.4,0.076455162,0.086137616,0
1658,0.721837838,0.4,0.045238767,0.039620645,1
1659,0.421945946,0.4,0.039599564,0.037675849,0
1660,0.331459459,0.6,0.002223357,0.010637083,0
1661,0.559783784,0.2,0.018503806,0.047493913,1
1662,0.604972973,0.4,0.058285184,0.00126906,1
1663,0.683675676,0.2,0.023228277,0.01610115,1
1664,0.824648649,0.6,0.068164593,0.000573072,1
1665,0.297621622,0.8,0.01075492,0.022349173,0
1666,0.314054054,0.6,0.005182371,0.004548948,0
1667,0.667459459,0.4,0.016531795,0.008459187,1
1668,0.635891892,0.6,0.009700938,0.024002244,0
1669,0.722702703,0.2,0.116517313,0.169896157,1
1670,0.610702703,1,0.092608661,0.015876466,1
1671,0.548540541,0.2,0.012668028,0.208550182,0
1672,0.993945946,0.6,0.019089398,0.007584628,1
1673,0.39027027,0.2,0.002723496,0.020537111,1
1674,0.958486486,0.6,0.011790568,0.068149004,1
1675,0.920864865,0.8,0.000328212,0.00251136,0
1676,0.475351351,1,0.031156888,0.047392258,1
1677,0.611567568,0.6,0.024873422,0.002947265,0
1678,0.988972973,0.6,0.194308114,0.024989902,0
1679,0.964216216,0.4,0.012017545,0.018740589,1
1680,0.522054054,1,0.013269077,0.014810827,1
1681,0.616216216,1,0.018491181,0.174826031,0
1682,0.696864865,0.2,0.058818557,0.067831753,1
1683,0.478702703,0.4,0.060150715,0.11503237,0
1684,0.404648649,0.2,0.006261326,0.015056718,0
1685,0.614162162,1,0.00327669,0.041289313,1
1686,0.375459459,0.2,0.035109126,0.007567686,1
1687,0.73027027,0.6,0.013030264,0.00911669,1
1688,0.62,0.2,0.104731944,0.094450435,1
1689,0.670162162,0.4,0.005105041,0.020459018,1
1690,0.408648649,0.2,0.0515693,0.093444937,1
1691,0.330054054,0.2,0.033073013,0.101405386,0
1692,0.708756757,0.6,0.032593622,0.246060533,1
1693,0.294594595,0.2,0.009610936,0.068594446,1
1694,0.491891892,1,0.030010304,0.030613128,1
1695,0.835027027,0.8,0.060675687,0.001416774,1
1696,0.921621622,0.8,0.134966626,0.019742328,1
1697,0.454918919,0.8,1.67E-05,0.02892202,1
1698,0.993405405,1,0.051365485,0.001032987,1
1699,0.219351351,0.8,0.032080162,0.133206508,0
1700,0.368216216,0.6,0.028955208,0.029727966,0
1701,0.223243243,0.6,0.080600771,0.059725161,0
1702,0.632540541,0.4,0.053756359,0.093909453,1
1703,0.607027027,1,0.010680654,0.078055652,1
1704,0.238162162,0.4,0.047204651,0.006105863,1
1705,0.587027027,0.8,0.05923886,0.182593661,0
1706,0.872864865,1,0.037514343,0.005209593,0
1707,0.652648649,1,0.0432785,0.013005666,1
1708,0.976324324,0.4,0.059809274,0.00578317,0
1709,0.727351351,0.4,0.213242109,0.027066031,0
1710,0.363567568,0.2,0.039999257,0.074651445,0
1711,0.291351351,0.4,0.032488628,0.009691781,0
1712,0.998702703,0.2,0.034447921,0.031797924,0
1713,0.797081081,0.6,0.009873004,0.033063899,1
1714,0.918594595,0.6,0.019235518,0.018613408,1
1715,0.564540541,0.4,0.033578258,0.101314895,0
1716,0.744864865,0.6,0.004922391,0.031533913,1
1717,0.310486486,0.4,0.049547809,0.066818233,0
1718,0.610486486,1,0.019831647,0.008520898,1
1719,0.876972973,0.6,0.004358058,0.042462216,0
1720,0.627459459,0.4,0.040771352,0.07505094,1
1721,0.569621622,1,0.003468576,0.043421374,0
1722,0.831567568,0.8,0.018518938,0.028271136,1
1723,0.242594595,0.6,0.024077098,0.208444264,0
1724,0.660216216,0.4,0.016930421,0.006767798,1
1725,0.977837838,0.6,0.005333782,0.087797868,1
1726,0.607891892,0.2,0.022466255,0.16972,1
1727,0.659135135,0.8,0.163792378,0.008435456,1
1728,0.48227027,0.8,0.004772558,0.113616494,0
1729,0.374054054,0.6,0.055363257,0.004519495,0
1730,0.710054054,0.2,0.305981665,0.00162087,1
1731,0.328108108,0.6,0.070135629,0.014628443,0
1732,0.575459459,0.6,0.001147605,0.004181094,0
1733,0.706162162,0.6,0.074473914,0.027018738,0
1734,0.408432432,1,2.27E-05,0.071656606,0
1735,0.775459459,0.4,0.042504549,0.533215708,1
1736,0.274702703,0.2,0.110211938,0.000438878,1
1737,0.37427027,0.8,0.018405728,0.012477083,0
1738,0.468972973,1,0.069527896,0.097418345,0
1739,0.822918919,0.2,0.01365415,0.030098177,1
1740,0.564540541,0.8,0.007411344,0.159181038,0
1741,0.957945946,0.4,0.086268381,0.000839832,0
1742,0.618702703,0.4,0.052652386,0.064557532,0
1743,0.715891892,1,0.038278685,0.016571388,1
1744,0.677297297,0.6,0.02514547,0.023757251,0
1745,0.839783784,0.4,0.039693836,0.004912931,1
1746,0.841189189,0.8,0.031150715,0.172856606,1
1747,0.688324324,0.6,0.0861943,0.011946143,1
1748,0.642702703,0.8,0.111207157,0.039620645,1
1749,0.436324324,0.4,0.013087867,0.050860926,1
1750,0.323459459,0.4,0.100945507,0.007288079,1
1751,0.760432432,0.6,0.020393056,0.05353094,0
1752,0.596648649,0.2,0.118885258,0.191825526,0
1753,0.416540541,1,0.083900436,0.080255652,0
1754,0.873189189,0.6,0.107895748,0.066863226,1
1755,0.661297297,0.4,0.016646491,0.021565217,1
1756,0.606810811,0.8,0.069357779,0.009426199,1
1757,0.776540541,0.2,0.057947178,0.041830912,1
1758,0.647243243,1,0.070406749,0.081970491,1
1759,0.327459459,0.6,0.015503713,0.336071473,0
1760,0.859675676,1,0.072641896,0.005906704,1
1761,0.339243243,0.4,0.037376903,0.033808583,0
1762,0.650810811,1,0.00395052,0.048219187,1
1763,0.478702703,0.6,0.018036483,0.042668443,0
1764,0.310378378,0.8,0.012373375,0.074353717,0
1765,0.634486486,0.4,0.004528407,0.000490154,0
1766,0.255351351,0.6,0.08350687,0.033699074,1
1767,0.885837838,0.4,0.006324081,0.039127125,1
1768,0.939135135,0.4,0.017403128,0.067831753,0
1769,0.34572973,0.2,0.05683174,0.158620309,0
1770,0.831891892,1,0.029978927,0.091597195,1
1771,0.734486486,0.4,0.010627878,0.009488359,1
1772,0.510054054,0.6,0.003899369,0.072361178,0
1773,0.521189189,0.4,0.003577841,0.080942272,1
1774,0.703675676,1,0.044724517,0.060839663,0
1775,0.76,0.6,0.106428426,0.350098233,1
1776,0.672972973,0.4,0.003275065,0.017332679,0
1777,0.223783784,0.6,0.007564009,0.278232146,0
1778,0.610378378,1,0.004566329,0.075467209,0
1779,0.856648649,0.8,0.020908049,0.027819691,1
1780,0.866486486,0.2,0.086109358,0.009581094,1
1781,0.768864865,0.4,0.044727813,0.039503001,1
1782,0.640540541,0.4,0.006324081,0.065397532,1
1783,0.853405405,0.8,0.006901411,0.087506199,0
1784,0.953837838,0.2,0.100741831,0.011637588,1
1785,0.724324324,0.2,0.06296231,0.005038597,1
1786,0.599243243,0.2,0.004813962,0.157076073,1
1787,0.308540541,0.8,0.078216812,0.012998822,0
1788,0.839135135,0.8,0.015567397,0.050833941,1
1789,0.356108108,0.4,0.083374397,0.024943506,1
1790,0.590918919,1,0.005065865,0.228318149,0
1791,0.60627027,0.4,0.00803834,0.03234648,1
1792,0.410918919,0.8,0.036820368,0.011014923,1
1793,0.655675676,0.4,0.002427404,0.044119832,1
1794,0.618918919,0.4,0.029138089,0.057536942,0
1795,0.980108108,1,0.098899833,0.077197588,0
1796,0.784864865,1,0.012593715,0.004624011,1
1797,0.586918919,0.4,0.03173394,0.007567686,0
1798,0.367351351,0.4,0.014148208,0.058134025,0
1799,0.90627027,0.6,0.06997642,0.027703675,0
1800,0.23772973,0.6,0.022172995,0.470839776,0
1801,0.887567568,0.6,0.011395098,0.033898177,1
1802,0.306594595,0.4,0.013826077,0.087429004,0
1803,0.683675676,0.6,0.08281684,0.067124937,1
1804,0.222486486,1,0.026986586,0.074457223,1
1805,0.644540541,1,0.027295767,0.000226255,1
1806,0.719027027,1,0.161497958,0.012763254,1
1807,0.40972973,0.4,0.116605598,0.054286003,0
1808,0.816432432,1,0.022019356,0.026145189,1
1809,0.706378378,1,0.019404892,0.068149004,0
1810,0.274702703,0.4,0.003537969,0.074353717,1
1811,0.702162162,0.2,0.086458039,0.013067097,1
1812,0.532972973,1,0.000851513,0.014628443,0
1813,0.244972973,0.4,0.005774415,0.049089593,0
1814,0.339243243,0.4,0.037376903,0.033808583,0
1815,0.663675676,0.2,0.011257334,0.172856606,1
1816,0.650702703,0.6,0.046352766,0.000771276,1
1817,0.961621622,1,0.003251392,0.001416774,1
1818,0.390486486,0.4,0.067165243,0.008435456,0
1819,0.626918919,1,0.085132519,0.009740421,1
1820,0.374702703,0.2,0.072251903,0.087290771,1
1821,0.727351351,0.4,0.0066794,0.003013633,1
1822,0.618918919,0.8,0.075248468,0.05583237,0
1823,0.538702703,0.2,0.002438498,0.00484533,1
1824,0.359135135,0.6,0.000685852,0.003520842,1
1825,0.984648649,0.8,0.204783559,0.005490266,1
1826,0.519135135,0.2,0.0161794,0.21529223,0
1827,0.684,1,0.068348171,0.000280561,1
1828,0.763783784,0.2,0.025461289,0.007092398,0
1829,0.608432432,0.8,0.005284395,0.191825526,0
1830,0.914702703,0.2,0.009713284,0.050907882,1
1831,0.910378378,0.8,0.032213331,0.00578317,1
1832,0.315675676,1,0.002766385,0.091597195,0
1833,0.242918919,1,0.024343808,0.042010098,1
1834,0.856540541,1,0.007082807,0.007371781,0
1835,0.847675676,0.6,0.139029567,0.183402693,1
1836,0.644756757,0.2,0.032729948,0.202233885,0
1837,0.245189189,0.2,0.12787927,0.02379798,0
1838,0.468540541,1,0.005970525,0.025735203,1
1839,0.679567568,0.8,0.030280078,0.08105683,1
1840,0.234702703,0.2,0.015786019,0.019901711,0
1841,0.648324324,0.6,0.015816515,0.00858805,1
1842,0.63427027,0.6,0.200408002,0.050369032,1
1843,0.584864865,0.2,0.021691097,0.00821683,1
1844,0.345189189,1,0.037709293,0.004995231,1
1845,0.352972973,0.2,0.006492573,0.073250098,0
1846,0.614810811,0.8,0.003871983,0.031612342,0
1847,0.912108108,1,0.028551012,0.035621543,0
1848,0.679351351,0.6,0.049206043,0.04797554,1
1849,0.400972973,0.2,0.061706786,0.011804656,1
1850,0.455027027,0.2,0.007365345,0.015411781,1
1851,0.467891892,0.4,0.19040777,0.048377391,1
1852,0.967243243,0.6,0.050957482,0.082847069,1
1853,0.233081081,0.6,0.007781703,0.006760056,0
1854,0.275567568,0.2,0.171351606,0.143136662,0
1855,0.217081081,0.6,0.062526597,0.039127125,1
1856,0.846486486,0.4,0.007206276,0.024002244,1
1857,0.555891892,0.6,0.014800826,0.053951865,1
1858,0.706702703,0.2,0.003642128,0.002835792,1
1859,0.826054054,0.6,0.002801244,0.006806115,1
1860,0.42627027,1,0.045660045,0.015322581,0
1861,0.843027027,0.8,0.006005338,0.112199327,0
1862,0.514702703,0.8,0.025202794,0.134700533,1
1863,0.545189189,0.8,0.052319811,0.0029154,1
1864,0.329405405,1,0.210429168,0.09054676,1
1865,0.630594595,0.4,0.227767406,0.152500533,0
1866,0.225189189,0.4,0.050972661,0.524713043,1
1867,0.700864865,0.2,0.011253435,0.134700533,0
1868,0.323243243,1,0.267808717,0.112603703,0
1869,0.644756757,0.4,0.000591116,0.002734811,0
1870,0.515567568,0.8,0.159599471,0.012998822,0
1871,0.623135135,0.8,0.082447039,0.014174418,1
1872,0.878702703,0.2,0.002077794,0.405204208,1
1873,0.585405405,0.6,0.081628713,0.123664123,0
1874,0.499783784,0.6,0.075625278,0.224721459,0
1875,0.700864865,0.6,0.023854855,0.010637083,1
1876,0.850162162,0.4,0.063610518,0.030196914,0
1877,0.218810811,0.2,0.081089584,0.188651837,0
1878,0.887135135,0.8,0.030888786,0.01075871,1
1879,0.608216216,0.2,0.001657817,0.038193436,1
1880,0.874378378,1,0.047401318,0.038831641,0
1881,0.836,0.4,0.151667146,0.026257391,1
1882,0.775891892,0.2,0.114922391,0.012729425,1
1883,0.943135135,1,0.029727952,0.03177122,0
1884,0.941405405,0.2,0.017177265,0.130262384,0
1885,0.388972973,0.8,0.06820609,0.00821683,1
1886,0.982162162,0.6,0.021477163,0.080150799,0
1887,0.885297297,0.2,0.027366134,0.179761795,0
1888,0.610486486,0.8,0.05634353,0.030200617,0
1889,0.967459459,1,0.027479484,0.08444101,1
1890,0.999891892,1,0.194531935,0.002971613,0
1891,0.329081081,0.2,0.037754456,0.11992561,0
1892,0.742702703,0.6,0.027693743,0.003071529,0
1893,0.481945946,0.4,0.075403361,0.153697279,0
1894,0.223891892,0.4,0.167241506,0.127630407,0
1895,0.787243243,0.8,0.039895423,0.00653582,1
1896,0.774378378,0.4,0.01655324,0.007378345,0
1897,0.751783784,0.4,0.153163154,0.024903731,1
1898,0.479783784,0.4,0.014872029,0.076550743,0
1899,0.950162162,0.4,0.026308856,0.001828724,1
1900,0.614810811,0.4,0.014815726,0.053951865,1
1901,0.552864865,0.6,0.026515503,0.027703675,1
1902,0.303675676,1,0.010723867,0.005034727,0
1903,0.862378378,0.4,0.060198199,0.04353655,1
1904,0.772540541,0.6,0.0417092,0.099546704,1
1905,0.81827027,1,0.018893474,0.002891052,1
1906,0.466594595,0.4,0.089809367,0.016013857,1
1907,0.602810811,0.4,0.002921927,0.059027938,1
1908,0.936,0.6,0.138444857,0.247672258,0
1909,0.540324324,0.2,0.10777604,0.023049369,1
1910,0.868324324,0.8,0.018666682,0.01359899,1
1911,0.642054054,0.8,0.095260026,0.012706648,1
1912,0.758486486,0.6,0.004379642,0.191825526,1
1913,0.873945946,0.2,0.02620117,0.006997307,0
1914,0.532324324,0.6,0.035907817,0.03578014,1
1915,0.885189189,0.4,0.016866042,0.296720842,0
1916,0.599351351,0.2,0.096764668,0.121695484,0
1917,0.980324324,0.6,0.312596918,0.104496606,1
1918,0.872540541,1,0.002077284,0.255259187,0
1919,0.894702703,1,0.007693929,0.046530098,1
1920,0.484540541,1,0.050062616,0.032904909,0
1921,0.73827027,0.8,0.018405728,0.052219187,1
1922,0.375675676,1,0.028001392,0.162171164,0
1923,0.643891892,0.2,0.130330765,0.055830575,0
1924,0.797945946,1,0.024343808,0.196276297,0
1925,0.927027027,0.4,0.071586985,0.008626536,1
1926,0.430054054,0.4,0.012038479,0.005490266,0
1927,0.786594595,0.8,0.030845201,0.042834334,0
1928,0.329621622,0.4,0.034884237,0.004181094,1
1929,0.705837838,0.6,0.024603091,0.005684769,1
1930,0.240432432,0.2,0.069902711,0.005114334,1
1931,0.713189189,0.6,0.171956368,0.019237868,1
1932,0.499783784,0.6,0.075625278,0.224721459,0
1933,0.688324324,0.8,0.050498932,0.033078878,1
1934,0.713189189,0.8,0.014664129,0.048022272,1
1935,0.327459459,0.6,0.015503713,0.336071473,0
1936,0.799891892,0.8,0.154235286,0.003130659,1
1937,0.374594595,0.2,0.045614788,0.001158317,1
1938,0.309297297,1,0.018732687,0.167418682,1
1939,0.689297297,0.8,0.078797159,0.047253464,1
1940,0.753297297,0.2,0.001019959,0.027192202,0
1941,0.799027027,0.6,0.195341441,0.006233661,0
1942,0.474594595,1,0.02449638,0.078947882,0
1943,0.293405405,0.8,0.003708271,0.029100533,0
1944,0.344648649,0.6,0.02645052,0.002635905,0
1945,0.688108108,0.4,0.015451959,0.014859635,0
1946,0.793945946,0.4,0.151617898,0.094258289,1
1947,0.440864865,0.8,0.00784534,0.02796864,0
1948,0.457405405,0.6,0.084218854,0.045885722,0
1949,0.989081081,0.8,0.017448478,0.006932791,1
1950,0.45427027,0.6,0.074299062,0.010111809,0
1951,0.315243243,1,0.065564055,0.000839832,1
1952,0.644324324,1,0.006222104,0.020116241,1
1953,0.707351351,0.8,0.03491645,0.015127293,1
1954,0.762378378,0.6,0.01277344,0.052736662,0
1955,0.886918919,0.2,0.055635258,0.004319215,1
1956,0.536324324,0.2,0.015957436,0.011932903,0
1957,0.563675676,0.6,0.034407213,0.000640729,0
1958,0.32627027,0.2,0.038593622,0.004483927,1
1959,0.871135135,0.2,0.092561966,0.032389285,1
1960,0.871783784,0.2,0.053240253,0.276682749,1
1961,0.631459459,0.4,0.02758471,0.025724039,1
1962,0.604432432,0.2,0.013457947,0.020245442,0
1963,0.380216216,0.6,0.037514343,0.074936999,0
1964,0.55427027,1,0.113348218,0.030670407,0
1965,0.876108108,0.6,0.013132427,0.012302272,1
1966,0.688648649,1,0.071573292,0.01542014,1
1967,0.780108108,0.2,0.0190557,0.007372286,1
1968,0.732540541,0.4,0.099591719,0.009656213,1
1969,0.236540541,0.4,0.009873004,0.221641515,1
1970,0.540324324,0.2,0.10777604,0.023049369,1
1971,0.477513514,1,0.000694857,0.03077352,1
1972,0.547351351,0.4,0.015480969,0.023000954,1
1973,0.957621622,0.8,0.01851476,0.086077924,0
1974,0.327459459,1,0.003459107,0.002649369,0
1975,0.436,0.6,0.166099935,0.024078373,1
1976,0.471675676,0.2,0.018835824,0.001643927,1
1977,0.485189189,0.4,0.035091209,0.074680954,0
1978,0.859891892,0.4,0.016639993,0.024078373,0
1979,0.662054054,1,0.022962031,0.215344292,1
1980,0.888,0.4,0.02724508,0.057127293,1
1981,0.575459459,0.6,0.001013043,0.04357655,1
1982,0.591675676,0.8,0.027873793,0.064945975,0
1983,0.615243243,1,0.007136697,0.138026872,1
1984,0.851891892,0.4,0.054772187,0.00359007,0
1985,0.484864865,0.4,0.010450334,0.007288079,0
1986,0.815783784,0.4,0.003171417,0.016013857,1
1987,0.706918919,0.2,0.049665661,0.03760331,0
1988,0.36172973,0.4,0.008670303,0.012423114,0
1989,0.509621622,0.6,0.006872308,0.007929986,1
1990,0.712540541,1,0.019036066,0.020957307,1
1991,0.328108108,0.2,0.020149137,0.03499641,1
1992,0.507459459,0.8,0.015586196,0.074097504,0
1993,0.628,0.6,0.003518056,0.002912314,0
1994,0.704756757,0.2,0.135909534,0.010146424,0
1995,0.480540541,0.6,0.001237235,0.122808359,0
1996,0.245189189,0.2,0.12787927,0.02379798,0
1997,0.477513514,0.6,0.083825566,0.057154109,0
1998,0.55427027,1,0.113348218,0.030670407,0
1999,0.682162162,0.8,0.020149137,0.020614194,1
2000,0.920216216,1,0.021450056,0.193373745,0
2001,0.939783784,1,0.165508309,0.151060365,1
2002,0.804432432,0.2,0.066401643,0.012848415,0
2003,0.467135135,0.2,0.004470015,0.107723703,0
2004,0.223459459,0.4,0.013400204,0.079381992,1
2005,0.797297297,1,0.036852163,0.088616886,1
2006,0.956972973,0.6,0.003305654,0.039114053,0
2007,0.268216216,0.4,0.084806535,0.015322581,0
2008,0.683027027,0.6,0.004798923,0.037675849,0
2009,0.744324324,0.8,0.044977906,0.012998822,1
2010,0.487351351,1,0.008559413,0.174826031,0
2011,0.555567568,0.6,0.178409348,0.006846283,0
2012,0.647351351,1,0.034085546,0.044806396,0
2013,0.845081081,0.2,0.003105412,0.016927854,1
2014,0.882918919,1,0.233092323,0.003565217,1
2015,0.818054054,0.2,0.020818511,0.022382721,1
2016,0.797513514,0.8,0.013246472,0.045945694,1
2017,0.684972973,1,0.015407677,0.081003534,1
2018,0.627243243,0.6,0.018835824,0.524713043,1
2019,0.899783784,0.6,0.087773255,0.031612342,1
2020,0.920324324,0.6,0.026972011,0.250010098,1
2021,0.262918919,0.4,0.010051476,0.024158205,0
2022,0.667675676,0.2,0.020121983,0.020021262,1
2023,0.263351351,0.8,0.015858104,0.00429122,0
2024,0.511675676,0.8,0.062938173,0.04357655,0
2025,0.735027027,1,0.036159812,0.092406732,1
2026,0.871135135,0.8,0.04522642,0.009873829,1
2027,0.691459459,0.2,0.007312941,0.016524937,0
2028,0.957081081,0.2,0.231456229,0.014810827,0
2029,0.627027027,0.6,0.018281053,0.072361178,0
2030,0.907027027,0.2,0.021265457,0.020225526,1
2031,0.677621622,0.4,0.04231373,0.073250098,0
2032,0.986810811,0.6,0.146427265,0.008928415,1
2033,0.654810811,0.2,0.06568497,0.019284095,1
2034,0.687027027,0.6,0.069902711,0.104860982,1
2035,0.823675676,0.4,0.027109822,0.192236073,0
2036,0.384,0.2,0.063610518,0.028248359,0
2037,0.903891892,0.4,0.077283049,0.30645094,0
2038,0.500432432,0.8,0.023228277,0.005064572,0
2039,0.625405405,0.8,0.052213888,0.011606396,1
2040,0.427783784,0.2,0.002639064,0.064188892,0
2041,0.979675676,0.4,0.006888043,0.002736213,1
2042,0.971243243,1,0.035283791,0.005293408,1
2043,0.635243243,0.2,0.014171602,0.03177122,0
2044,0.87772973,0.8,0.239717044,0.009179523,1
2045,0.617621622,0.8,0.021438869,0.057038597,1
2046,0.739675676,0.4,0.043134608,0.062408471,1
2047,0.881945946,0.8,0.05865907,0.156205498,1
2048,0.461837838,0.8,0.054207065,0.010289762,1
2049,0.897081081,0.4,0.002993455,0.110064404,1
2050,0.797405405,0.8,0.146945878,0.017619074,1
2051,0.502162162,0.6,0.050059135,0.020462777,0
2052,0.667783784,0.2,0.068878435,0.003632987,1
2053,0.705513514,1,0.194379456,0.274681403,0
2054,0.259459459,0.2,0.157439705,0.011382384,0
2055,0.700432432,1,0.002745219,0.002764937,0
2056,0.584,0.6,0.019997076,0.117679327,1
2057,0.346594595,0.6,0.004504734,0.015770435,1
2058,0.720432432,0.6,0.011210453,0.01011669,0
2059,0.218810811,1,0.000166682,0.016933969,0
2060,0.756864865,0.2,0.010239046,0.040837924,0
2061,0.604432432,0.8,0.018930329,0.041846452,1
2062,0.514594595,0.8,0.061604159,0.022885273,0
2063,0.7,0.6,0.04910959,0.109300196,1
2064,0.993297297,1,0.282163851,0.005081627,1
2065,0.327459459,1,0.018390921,0.031497447,0
2066,0.402054054,0.8,0.019905217,0.004490042,0
2067,0.46,1,0.00764533,0.057053408,1
2068,0.968,1,0.00324067,0.028074614,1
2069,0.488432432,0.4,0.005887347,0.012947994,0
2070,0.835459459,1,0.004368641,0.001032987,0
2071,0.589621622,0.6,0.042081136,0.004181094,0
2072,0.665189189,0.8,0.030495033,0.042462216,1
2073,0.847243243,0.6,0.005760258,0.002468836,1
2074,0.788108108,0.8,0.01358174,0.014862328,1
2075,0.93372973,0.4,0.08218627,0.061928471,1
2076,0.532324324,0.8,0.029138089,0.078055652,1
